제품ID,제품명,대분류,브랜드,정가,할인율,판매가,리뷰점수,리뷰수,제품URL,이미지URL,가로_W(mm),높이_H(mm),깊이_D(mm),소분류,카테고리코드,재고,쿠폰할인,타임세일,벤더사,가격_등급,가성비_점수,실구매가_추정,인기도_점수,리뷰_신뢰도,소재_등급,천연소재_여부,친환경_여부,관리_용이성,브랜드_등급,브랜드_원산지,색상_계열,디자인_스타일,점유면적(cm²),크기_등급,침대_사이즈,소파_인원수,식탁_인원수,무료배송_여부,설치포함_여부,배송_편의점수,1인가구_적합도,신혼부부_적합도,대가족_적합도,공간절약형_적합도,재고_여부,반려동물_적합도,A/S 책임자와 전화번호,KC 인증 필 유무,구성품,"배송,설치비용",색상,제조국,제조자,주요 소재,크기,품명,품질보증기준
G25070004551,캄포패밀리 3인소파 카우치형_아이보리,소파,까사미아,2800000,37,1764000,5,1,https://homestyle.lge.co.kr/item?productId=G25070004551,https://static-store.lge.co.kr/goods/org/541/251216000119541.jpg,2200,850,1820,일반소파,2506000070,75,Y,N,(주)신세계까사,중저가,2.42,1764000,98.9,0.2065,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,40040,대,,3,,FALSE,FALSE,0,1,1,3,1,있음,0,까사미아 고객센터 1588-3408,안전기준준수,캄포패밀리 3인소파 카우치형_아이보리,상세페이지 참조,아이보리,중국,까사미아OEM,상세페이지 참조,W220 X D182(92) X H85 cm,캄포패밀리 3인소파 카우치형_아이보리,"정상적인 사용 범위에서 발생한 품질, 성능 등 제조상 하자에 대하여 3년간 무상 A/S (상품 인도일 기준, 일부 사용상 하자 제외, 그 외 보증 범위가 없는 경우 소비자 분쟁 해결 기준에 따름)"
G25070006503,라파엘 6인식탁 200cm,식탁·테이블,까사미아,1240000,10,1116000,0,0,https://homestyle.lge.co.kr/item?productId=G25070006503,https://static-store.lge.co.kr/goods/org/348250729000032348.jpg,2000,720,950,식탁,2506000065,20,Y,N,(주)신세계까사,중저가,0,1116000,49.6,0,프리미엄,TRUE,TRUE,3,중급,국내,우드·브라운계,내추럴 우드,1900,소,,,6,FALSE,FALSE,0,3,2,2,3,있음,1,까사미아 고객센터 1588-3408,안전기준준수,라파엘 6인식탁 200cm,상세페이지 참조,브라운,중국,까사미아OEM,"[상판]E0 MDF, 오크 건식무늬목 [다리] 자작나무(버찌)원목, 오크 건식무늬목",W200 X D95 X H72cm,라파엘 6인식탁 200cm,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005669,벨로씨 레보르 기능성 패브릭 소파 4인,소파,까사미아,1390000,40,828000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005669,https://static-store.lge.co.kr/goods/org/305/251218000120305.jpg,2910,910,1020,일반소파,2506000070,85,Y,N,(주)신세계까사,저가,0,828000,49.1,0,일반,FALSE,TRUE,5,중급,국내,화이트계,클래식,29682,대,,4,,FALSE,FALSE,0,1,1,4,1,있음,3,벨로씨 고객센터 070-7701-7271,#NAME?,4인 소파,상품상세 참조,클라우드 화이트,중국,벨로씨OEM,"[마감재] 패브릭 / [내장재] 정제목, E0합판, HR고밀도스펀지, 화이바솜, 엘라스틱밴드 / [다리] 스틸",W2910 X D1020 X H910mm,레보르 기능성 패브릭 소파 4인용,[벨로씨]품질보증기간은 제품불량의 경우 최초구매일자로 부터 1년이내 무상 A/S. 이외의 사항은 상세페이지 참고
G25070001813,마드리드 라운지체어 1인 소파 (3 color),소파,드비저리,1980000,15,1683000,0,0,https://homestyle.lge.co.kr/item?productId=G25070001813,https://static-store.lge.co.kr/goods/org/571/250723000005571.jpg,640,900,940,리클라이너,2506000071,2999997,Y,N,오하이,중저가,0,1683000,49.1,0,프리미엄,TRUE,FALSE,5,일반,국내,화이트계,모던 클래식,6016,소,,1,,FALSE,FALSE,0,4,2,0,3,있음,3,드비저리 고객센터 010-8261-5957,해당 사항 없음,라운지체어,상세페이지 하단 내용 참고,"빈티지레더, 크림, 블랙",베트남,de Bejarry,"풀 그레인 레더, 원목, 스테인리스 스틸",W 64 X D 94 X H 90 cm,마드리드 라운지체어,상세페이지 하단 내용 참고
G25100020182,캄포구스30 슬림 4인소파 카우치형_아이보리,소파,까사미아,4430000,25,3322500,5,1,https://homestyle.lge.co.kr/item?productId=G25100020182,https://static-store.lge.co.kr/goods/org/851251017000072851.jpg,2880,600,2000,일반소파,2506000070,151,N,N,(주)신세계까사,중가,2.31,3322500,98.9,0.2065,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,57600,대,,4,,FALSE,FALSE,0,1,1,3,0,있음,0,까사미아 고객센터 1588-3408,안전기준준수,모듈소파 2EA + 암리스 1EA + 오토만 1EA,상세페이지 참조,아이보리,중국,까사미아 OEM,상세페이지 참조,W288 X D200 X H60-72(SH52)cm,캄포구스30 슬림 4인소파 카우치형,"정상적인 사용 범위에서 발생한 품질, 성능 등 제조상 하자에 대하여 3년간 무상 A/S (상품 인도일 기준, 일부 사용상 하자 제외, 그 외 보증 범위가 없는 경우 소비자 분쟁 해결 기준에 따름)"
G25070004934,캄포레더 4인소파_라이트그레이,소파,까사미아,5055000,19,4094500,0,0,https://homestyle.lge.co.kr/item?productId=G25070004934,https://static-store.lge.co.kr/goods/org/902251020000081902.jpg,3150,880,1100,일반소파,2506000070,99,Y,N,(주)신세계까사,중고가,0,4094500,49.1,0,프리미엄,TRUE,TRUE,4,중급,국내,그레이계,모던 미니멀,34650,대,,4,,FALSE,FALSE,0,0,3,4,0,있음,3,까사미아 고객센터 1588-3408,안전기준준수,캄포레더 4인소파_라이트그레이,상세페이지 참조,라이트그레이,중국,까사미아 OEM,"[프레임]E0 PW, E0 LVL [내장재] - 좌방석:PU폼,구스, 홀로화이버, 엘라스틱 밴드, S자스프링  -등쿠션:PU폼, 구스, 홀로화이버, EL밴드  -암쿠션:구스100%  [가죽]남미산 황소가죽 1.3-1.5mm 풀그레인, 세미애닐린 가공,PVC",W315 X D110(107) XH88(SH44)cm,캄포레더 4인소파_라이트그레이,"정상적인 사용 범위에서 발생한 품질, 성능 등 제조상 하자에 대하여 3년간 무상 A/S (상품 인도일 기준, 일부 사용상 하자 제외, 그 외 보증 범위가 없는 경우 소비자 분쟁 해결 기준에 따름)"
G25070001981,아이콘 사이드테이블 침대 협탁,식탁·테이블,드비저리,540000,15,459000,0,0,https://homestyle.lge.co.kr/item?productId=G25070001981,https://static-store.lge.co.kr/goods/org/259/250724000006259.jpg,390,520,300,사이드테이블,2506000067,999999,Y,N,오하이,저가,0,459000,49.6,0,프리미엄,TRUE,FALSE,5,일반,국내,우드·브라운계,내추럴 우드,1170,소,,,1,FALSE,FALSE,0,3,2,0,3,있음,3,드비저리 고객센터 010-8261-5957,해당 사항 없음,사이드 테이블,상세페이지 하단 내용 참고,우드(월넛),베트남,de Bejarry,"원목, 스테인리스 스틸",W 39 x D 30 x H 52 cm,아이콘 베드 사이드 테이블,상세페이지 하단 내용 참고
G26010032255,홈 바 (3 COLORS),식탁·테이블,레어로우,899000,10,809100,0,0,https://homestyle.lge.co.kr/item?productId=G26010032255,https://static-store.lge.co.kr/goods/org/457/260129000157457.jpg,670,1840,700,거실테이블,2506000103,29991,N,N,레어로우,중저가,0,809100,49.6,0,미분류,FALSE,FALSE,3,일반,국내,컬러계,컬러풀,4690,소,,,1,TRUE,FALSE,1,3,0,0,3,있음,0,02-6225-6115,무,"홈 바 본체 1EA, 홈 바 선반 2EA, 와인잔 거치대 2EA, 와이어 행거 3EA, 와인잔 보호패드 3SET, 상판 모서리 패드 2EA",무료,"스테인리스 스틸, 액티브 레드, 스테인리스 스틸 + 액티브 레드",대한민국,심플라인,"POWDER COATED STEEL,  STAINLESS STEEL",W670 D700 H1840,홈 바,"본 제품은 공정거래위원회 고시 ‘소비자분쟁해결기준’에 따라 보상받을 수 있습니다.   정상적인 사용 상태에서 제품 하자가 발생한 경우 무상 A/S 또는 교환·환불이 가능합니다.   소비자 과실, 임의수리, 설치환경 불량 등으로 인한 문제는 보증 대상에서 제외됩니다. 철제 제품의 제작 특성상 미세한 스크래치, 용접 자국, 분체도장 두께 차이는 제조 공정상 발생할 수 있으며 이는 제품의 기능과 안전성에 영향을 주지 않는 범위 내에서는 교환·환불 대상에서 제외됩니다."
G25110024273,버니 3인 소파_아이보리,소파,까사미아,1190000,28,856800,0,0,https://homestyle.lge.co.kr/item?productId=G25110024273,https://static-store.lge.co.kr/goods/org/276251117000101276.jpg,2100,720,1025,일반소파,2506000070,28,Y,N,(주)신세계까사,저가,0,856800,49.1,0,일반,FALSE,FALSE,2,중급,국내,화이트계,클래식,21525,대,,3,,FALSE,FALSE,0,1,1,3,1,있음,0,까사미아 고객센터 1588-3408,해당없음,버니 3인 소파_아이보리,상세페이지 참조,아이보리,중국,까사미아 OEM,"[마감재] 생활 발수, 방오 패브릭 [내장재] 좌방석 : 32kg/m³ PU폼+화이버 / 등 프레임, 팔걸이 : 28+22kg/m³ PU폼+화이버 / 등쿠션 : 25kg/m³ PU폼+화이버 / 골조 : 낙엽송, 합판, S-스프링, 엘라스틱 밴드",W210 X D102.5 X H72 (SH44)cm,버니 3인 소파_아이보리,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100020181,비첼리 라운드 트롤리,식탁·테이블,까사미아,135000,10,121500,0,0,https://homestyle.lge.co.kr/item?productId=G25100020181,https://static-store.lge.co.kr/goods/org/844251020000074844.jpg,510,770,450,사이드테이블,2506000067,109,Y,N,(주)신세계까사,저가,0,121500,49.6,0,미분류,FALSE,FALSE,3,중급,국내,우드·브라운계,기타,2295,소,,,1,FALSE,FALSE,0,3,0,0,3,있음,0,까사미아 고객센터 1588-3408,안전기준준수,비첼리 라운드 트롤리,상세페이지 참조,브라운,중국,까사미아 OEM,대나무,W51 X D45 X H77 cm,비첼리 라운드 트롤리,A/S 불가상품
G25070004696,라벨로 3인소파_그레이,소파,까사미아,1150000,37,724500,0,0,https://homestyle.lge.co.kr/item?productId=G25070004696,https://static-store.lge.co.kr/goods/org/251250729000023251.jpg,2180,700,920,일반소파,2506000070,20,Y,N,(주)신세계까사,저가,0,724500,49.1,0,미분류,FALSE,FALSE,3,중급,국내,그레이계,기타,20056,대,,3,,FALSE,FALSE,0,1,1,3,1,있음,0,까사미아 고객센터 1566-0228,안전기준준수,라벨로 3인 소파 1EA,상세페이지 참조,그레이,중국,까사미아OEM,상세페이지 참조,W2180 X D920 X H700-870 (SH470) mm,라벨로 3인 소파_그레이,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070000952,KASTEN series 1200-3F _5color,식탁·테이블,공공공일,890000,12,783200,0,0,https://homestyle.lge.co.kr/item?productId=G25070000952,https://static-store.lge.co.kr/goods/org/708/250717000002708.jpg,1245,1140,410,거실테이블,2506000103,4991,N,N,디자인 진,중저가,0,783200,49.6,0,일반,FALSE,TRUE,3,일반,국내,미분류,기타,5104,중,,,2,FALSE,FALSE,0,1,0,1,1,있음,1,0001/010-8783-7230,해당사항 없음,KASTEN series 1200-3F 1EA,"서울/수도권/경기외곽 7만원, 지방 10만원 착불(개당배송비)","GELB(노랑), BLAU(파랑), ROT(빨강), SCHWARZ(검정), GRÜN(초록)",Korea,0001,"E0등급 MDF, Stainless Steel Pipe",W 1245 x D 410 x H 1140 mm Top thickness 18T / Box thickness 9T / Leg height 110mm,KASTEN series 1200-3F_5color,상세페이지 참조
G25070004720,오브 패브릭침대 SS_아이보리 (매트제외),침대,까사미아,790000,28,568800,5,1,https://homestyle.lge.co.kr/item?productId=G25070004720,https://static-store.lge.co.kr/goods/org/392250729000023392.jpg,1470,963,2360,침대 프레임,2506000061,88,Y,N,(주)신세계까사,저가,5.48,568800,99.8,0.2065,프리미엄,TRUE,TRUE,3,중급,국내,화이트계,모던 클래식,347,소,,,,FALSE,FALSE,0,3,2,1,3,있음,0,까사미아 고객센터 1588-3408,-,상세페이지 참조,상세페이지 참조,아이보리,중국,까사미아 OEM,"[프레임] 낙엽송 원목, E0 합판, LVL [패브릭] 발수, 방오 기능성 스마트 패브릭  [내장재] 고밀도폼, 마이크로 화이버",W147 X D236 X H96.3cm,오브 패브릭침대 GSS_아이보리 (매트제외),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070004931,코번 4인소파 (컬러 택1),소파,까사미아,2950000,10,2655000,0,0,https://homestyle.lge.co.kr/item?productId=G25070004931,https://static-store.lge.co.kr/goods/org/543250729000024543.jpg,2840,995,990,일반소파,2506000070,130,Y,N,(주)신세계까사,중가,0,2655000,49.1,0,프리미엄,TRUE,TRUE,5,중급,국내,그레이계,모던 미니멀,28116,대,,4,,FALSE,FALSE,0,1,3,4,0,있음,5,까사미아 고객센터 1588-3408,안전기준준수,코번 4인소파 (컬러 택1),상세페이지 참조,"라이트그레이, 브라운",중국,까사미아 OEM,"[마감] 이태리社 1.3~1.5mm TG(남미산 황소가죽+피그먼트가공), PVC [내장] Seat : D32kg/m³ PU 폼, 파이버, 엘라스틱 밴드, S스프링 Back : D28kg/m³ PU 폼, 파이버, 엘라스틱 밴드 [골조] E0합판, 소나무 건조목 [다릿발] 스틸",W284 X D99 X H99.5 cm,코번 4인소파 (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070001908,리비에라 사이드 테이블,식탁·테이블,드비저리,570000,15,484500,0,0,https://homestyle.lge.co.kr/item?productId=G25070001908,https://static-store.lge.co.kr/goods/org/007/250723000006007.jpg,440,550,370,사이드테이블,2506000067,999999,Y,N,오하이,저가,0,484500,49.6,0,프리미엄,TRUE,FALSE,5,일반,국내,우드·브라운계,내추럴 우드,1628,소,,,1,FALSE,FALSE,0,3,2,0,3,있음,3,드비저리 고객센터 010-8261-5957,해당 사항 없음,사이드 테이블,상세페이지 하단 참조,우드(월넛),베트남,de Bejarry,"원목, 스테인리스 스틸",W 44 x D 37 x H 55 cm,리비에라 사이드테이블,상세페이지 하단 참조
G25070006455,뉴로브 에센셜 드레스룸 6단 선반장 40cm 연결형,책장·수납장,까사미아,200000,14,171000,0,0,https://homestyle.lge.co.kr/item?productId=G25070006455,https://static-store.lge.co.kr/goods/org/169250729000032169.jpg,400,2150,400,서랍장,2506000110,31,Y,N,(주)신세계까사,저가,0,171000,49.8,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,1600,소,,,,FALSE,FALSE,0,3,0,1,3,있음,1,까사미아 고객상담실/1588-3408,안전기준준수,뉴로브 에센셜 드레스룸 6단 선반장 40cm 연결형,상세페이지 참조,클라우드 라이트그레이,대한민국,까사미아 OEM,"측판 : E0급 15T PB + 선함침지 + 1T ABS엣지 천,지,선반 : E0급 18T PB + 선함침지 + 1T ABS엣지 뒷판 : E0급 2.7T MDF + 선함침지",W40 X D40 X H215cm,뉴로브 에센셜 드레스룸 6단 선반장 40cm 연결형,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070005405,하벨 책상 130cm (컬러 택1),책상,까사미아,309000,10,278100,0,0,https://homestyle.lge.co.kr/item?productId=G25070005405,https://static-store.lge.co.kr/goods/org/197250729000027197.jpg,1300,720,595,일자형책상,2506000075,45,Y,N,(주)신세계까사,저가,0,278100,49.4,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,774,소,,,,FALSE,FALSE,0,3,0,1,3,있음,1,까사미아 고객센터 1588-3408,안전기준준수,하벨 책상 130cm (컬러 택1),상세페이지 참조,"브라운, 내추럴, 화이트",대한민국,까사미아 OEM,E0 LPM PB 23T,W130 X D59.5 X H72cm,하벨 책상 130cm (컬러 택1),소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25070001788,리비에라 3단 협탁,책장·수납장,드비저리,940000,15,799000,0,0,https://homestyle.lge.co.kr/item?productId=G25070001788,https://static-store.lge.co.kr/goods/org/431/250723000005431.jpg,400,700,390,협탁,2506000102,999999,Y,N,오하이,중고가,0,799000,49.8,0,프리미엄,TRUE,FALSE,5,일반,국내,우드·브라운계,내추럴 우드,1560,소,,,,FALSE,FALSE,0,2,2,0,2,있음,3,드비저리 고객센터 010-8261-5957,해당 사항 없음,협탁,상세페이지 하단 내용 참고,우드(월넛),베트남,de Bejarry,"원목, 스테인리스 스틸",W 40 X D 39 X H 70 cm,리비에라 3단 협탁,상세페이지 하단 내용 참고
G25070005667,벨로씨 럭스 기능성 패브릭 소파 4인＋스툴,소파,까사미아,1560000,31,1071000,0,0,https://homestyle.lge.co.kr/item?productId=G25070005667,https://static-store.lge.co.kr/goods/org/106/251125000104106.jpg,2800,910,1010,일반소파,2506000070,98,Y,N,(주)신세계까사,저가,0,1071000,49.1,0,일반,FALSE,TRUE,5,중급,국내,화이트계,클래식,28280,대,,4,,FALSE,FALSE,0,1,1,4,1,있음,3,벨로씨 고객센터 070-7701-7271,#NAME?,4인 소파 + 스툴,상품상세 참조,클라우드 화이트,중국,벨로씨OEM,"[마감재] 패브릭 / [내장재] 정제목, E0합판, HR고밀도스펀지, 화이바솜, 엘라스틱밴드 / [다리] 스틸",[4인] W2800 X D1010 X H910mm / [스툴] W725 X D655 X H430mm,럭스 기능성 패브릭 소파 4인용+스툴,[벨로씨]품질보증기간은 제품불량의 경우 최초구매일자로 부터 1년이내 무상 A/S. 이외의 사항은 상세페이지 참고
G25070004580,캄포미니 3인소파_아이보리,소파,까사미아,1440000,25,1080000,0,0,https://homestyle.lge.co.kr/item?productId=G25070004580,https://static-store.lge.co.kr/goods/org/538/251216000119538.jpg,1900,600,950,일반소파,2506000070,348,N,N,(주)신세계까사,저가,0,1080000,49.1,0,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,18050,대,,3,,FALSE,FALSE,0,1,1,3,1,있음,0,까사미아 고객센터 1588-3408,안전기준준수,모듈소파 2EA,상세페이지 참조,아이보리,중국,까사미아OEM,상세페이지 참조,W1900 X D950 X H600-950mm,캄포미니 3인소파_아이보리,"정상적인 사용 범위에서 발생한 품질, 성능 등 제조상 하자에 대하여 3년간 무상 A/S (상품 인도일 기준, 일부 사용상 하자 제외, 그 외 보증 범위가 없는 경우 소비자 분쟁 해결 기준에 따름)"
G25070004640,브로도 세라믹 원형식탁 2인세트 900_체어2EA,식탁·테이블,까사미아,795000,32,536550,0,0,https://homestyle.lge.co.kr/item?productId=G25070004640,https://static-store.lge.co.kr/goods/org/745/250806000034745.jpg,900,740,900,식탁,2506000065,70,Y,N,(주)신세계까사,저가,0,536550,49.6,0,미분류,FALSE,FALSE,3,중급,국내,미분류,기타,8100,중,,,2,FALSE,FALSE,0,1,0,0,1,있음,0,까사미아 고객센터 1566-0228,안전기준준수,까사미아 브로도 세라믹 원형테이블 900세트_브로도체어2EA포함,상세페이지 참조,상세페이지 참조,중국,까사미아OEM,상세페이지 참조,[테이블]W900 x D900 x H740mm [체어]W450 x D550 x H820mm,까사미아 브로도 세라믹 원형테이블 900세트_브로도체어2EA포함,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
G25100020173,캄포리빙 사이드테이블 43cm,식탁·테이블,까사미아,330000,10,297000,5,1,https://homestyle.lge.co.kr/item?productId=G25100020173,https://static-store.lge.co.kr/goods/org/809251017000072809.jpg,430,490,430,사이드테이블,2506000067,71,Y,N,(주)신세계까사,저가,5.54,297000,99.6,0.2065,미분류,FALSE,FALSE,3,중급,국내,우드·브라운계,기타,1849,소,,,1,FALSE,FALSE,0,3,0,0,3,있음,0,까사미아 고객센터 1588-3408,-,캄포리빙 사이드테이블 43cm,상세페이지 참조,브라운,중국,까사미아 OEM,상세페이지 참조,W43 X D43 X H49cm,캄포리빙 사이드테이블 43cm,소비자보호법에 의거하여 구입일로부터 1년간 무상 A/S
